"customer_id","date","number_of_items","revenue"
8487,19980202,1,13.99
8487,19980228,1,NA
8488,19970201,2,25.74
8488,19970720,1,14.37
8488,19970809,2,23.54
8488,19971123,1,14.99
8489,19970201,1,NA
8489,19970727,2,21.57
8490,19970202,2,30.32
8491,19970201,3,51.3
8492,19970201,3,40.43
8492,19970220,2,27.94
8493,19970201,1,11.77
8493,19970205,1,NA
8494,19970201,1,13.97
8494,19970311,1,14.96
8494,19970404,5,92.31
8494,19970421,2,30.67
8494,19970423,2,23.54
8494,19970424,1,14.37
8494,19970424,3,42.3
8494,19970425,2,84.07
8494,19970509,2,29.93
8495,19970201,1,11.77
8496,19970202,2,42.98
8496,19970205,2,40.98
8496,19970312,1,14.99
8496,19970404,2,26.74
8496,19970410,2,28.33
8496,19970426,3,57.34
8496,19970508,2,25.74
8496,19970509,1,11.97
8496,19970606,2,47.7
8496,19970630,2,23.54
8496,19970710,1,14.37
8496,19970716,2,32.01
8496,19970728,2,35.37
8496,19970927,1,12.99
8496,19971018,2,30.48
8496,19971103,2,41.98
8496,19971111,2,25.48
8496,19971222,1,71.49
8496,19980103,2,25.48
8496,19980107,3,53.97
8496,19980114,2,27.48
8496,19980208,3,38.97
8497,19970201,3,51.95
8498,19970215,9,NA
8499,19970207,1,14.37
8500,19970202,2,57.14
8500,19970208,4,52.89
8500,19970208,1,11.77
8500,19970213,1,22.3
8500,19970213,1,11.77
8500,19970214,1,12.97
8500,19970227,1,NA
8500,19970227,1,12.77
8500,19970302,1,11.77
8500,19970306,1,12.97
8500,19970313,2,23.74
8500,19970313,1,11.77
8501,19970201,3,44.3
8501,19970328,3,42.49
8501,19980211,4,56.55
8502,19970201,1,14.37
8503,19970201,1,10.97
8504,19970201,1,24.99
8505,19970201,1,58.97
8506,19970201,1,NA
8507,19970201,2,55.98
8507,19980218,3,37.97
8508,19970201,5,68.44
8508,19980201,4,58.46
8509,19970201,2,23.54
8509,19970212,2,23.54
8509,19970219,1,11.77
8509,19970702,1,14.96
8509,19970721,1,76.77
8509,19970914,1,12.49
8509,19971118,4,76.46
8510,19970201,1,14.96
8510,19970201,1,12.49
8511,19970201,1,11.77
8511,19970226,1,NA
8511,19970425,1,10.77
8511,19970527,1,11.77
8511,19970614,1,NA
8511,19970614,1,13.97
8511,19970711,1,NA
8511,19971227,1,13.99
8511,19980118,3,34.55
8511,19980222,1,NA
8512,19970308,3,37.11
8512,19970430,1,21.37
8513,19970210,1,43.77
8514,19970201,2,42.96
8515,19970201,1,13.97
8515,19980119,4,56.15
8516,19970201,1,16.76
8517,19970201,1,11.77
8518,19970202,3,99.3
8518,19980207,3,45.47
8519,19970201,2,29.73
8520,19970201,1,14.37
8521,19970201,1,12.97
8522,19970202,2,39.98
8522,19970418,1,14.99
8522,19970501,1,14.99
8522,19971201,4,55.96
8523,19970201,2,41.48
8524,19970201,1,17.7
8525,19970201,1,23.99
8526,19970201,1,13.77
8527,19970201,1,15.96
8528,19970201,1,13.97
8529,19970201,6,89.76
8529,19970228,NA,NA
8530,19970201,1,18.99
8530,19970708,6,69.81
8530,19971214,4,66.46
8531,19970201,1,11.77
8532,19970201,1,12.97
8533,19970201,4,53.68
8533,19970804,3,34.31
8534,19970201,2,29.33
8535,19970201,1,14.77
8536,19970201,5,82.65
8537,19970201,1,NA
8538,19970201,2,25.75
8538,19970424,2,24.69
8538,19970626,2,40.14
8538,19980117,1,17.99
8539,19970201,1,15.99
8540,19970201,3,27.32
8540,19970305,2,26.73
8540,19971024,3,38.47
8540,19971212,2,29.98
8540,19980119,2,25.48
8541,19970201,2,30.32
8542,19970201,2,23.54
8543,19970201,2,27.13
8543,19970731,1,11.77
8544,19970201,1,10.97
8545,19970201,5,99.96
8545,19970211,1,99.99
8546,19970201,1,14.37
8546,19971124,1,14.99
8547,19970202,2,49.96
8547,19970209,1,18.99
8548,19970211,2,18.95
8549,19970201,2,30.72
8550,19970201,1,12.97
8551,19970201,1,NA
8552,19970201,2,26.46
8552,19970208,1,12.99
8552,19970330,2,23.54
8552,19980216,1,11.49
8553,19970201,1,14.37
8554,19970201,1,11.77
8555,19970307,1,14.37
8555,19970307,1,22.97
8555,19970314,1,14.37
8555,19970323,1,11.77
8555,19970411,6,84
8555,19970503,3,40.7
8555,19970726,4,70.01
8555,19971001,5,81.45
8555,19971018,2,22.98
8555,19980102,2,28.48
8555,19980205,4,46.96
8555,19980225,1,12.99
8556,19970201,3,35.72
8557,19970201,1,15.36
8558,19970204,1,11.99
8558,19970924,1,38.49
8559,19970201,3,46.33
8559,19970309,3,42.69
8559,19970710,1,21.97
8560,19970201,2,27.85
8561,19970201,1,12.77
8561,19970209,2,24.54
8562,19970205,1,13.97
8563,19970201,1,11.77
8563,19980210,1,NA
8564,19970201,1,11.77
8565,19970201,1,11.77
8565,19971018,1,12.99
8566,19970201,1,23.97
8567,19970201,5,63.65
8568,19970201,2,28.76
8569,19970201,2,27.98
8570,19970201,1,15.36
8571,19970201,1,21.99
8572,19970206,NA,NA
8573,19970201,1,32.97
8574,19970201,1,14.99
8575,19970201,1,14.96
8576,19970201,2,49.96
8576,19970312,1,16.36
8576,19971027,3,38.97
8577,19970201,2,24.98
8577,19970626,2,24.49
8577,19970629,1,12.25
8577,19970629,1,12.25
8578,19970201,1,14.37
8579,19970201,2,27.73
8580,19970201,1,20.3
8581,19970201,1,36.99
8582,19970201,3,59.7
8582,19970215,3,51.51
8582,19970312,1,14.96
8583,19970201,1,24.99
8583,19970201,2,78.76
8583,19970202,5,73.48
8583,19970204,2,25.34
8583,19970208,1,14.96
8583,19970210,1,13.97
8583,19970211,1,13.97
8583,19970214,1,14.37
8583,19970220,1,24.99
8583,19970222,3,54.5
8583,19970222,1,11.77
8583,19970224,1,14.37
8583,19970312,1,11.77
8583,19970317,1,11.77
8583,19970422,1,19.99
8583,19970426,1,26.99
8583,19970821,3,39.5
8583,19970823,1,14.96
8583,19970823,2,23.54
8583,19970824,1,14.37
8583,19970824,2,27.94
8583,19970910,1,12.99
8583,19970922,1,15.49
8583,19971029,1,14.99
8583,19971030,1,11.49
8584,19970208,2,23.76
8584,19970221,4,51.26
8584,19970318,3,35.31
8584,19971226,2,27.98
8585,19970201,6,72.22
8586,19970203,7,89.2
8586,19970520,3,39.71
8586,19970821,2,21.16
8586,19970930,1,15.99
8587,19970202,4,39.08
8587,19970205,4,37.48
8587,19970206,4,50.9
8587,19970207,2,29.53
8587,19970318,6,81.21
8587,19970320,2,24.14
8587,19970404,1,14.37
8587,19970429,7,81.79
8587,19970914,2,42.48
8587,19970918,8,91.92
8587,19971118,8,90.42
8587,19971120,7,57.43
8587,19971211,NA,NA
8587,19971213,2,26.48
8587,19971228,2,31.48
8588,19970201,1,11.99
8589,19970201,4,56.68
8589,19970419,1,14.96
8590,19970201,1,13.97
8590,19980201,2,29.98
8591,19970201,1,19.99
8591,19970219,3,28.72
8591,19970302,3,37.91
8591,19970424,1,14.37
8591,19970426,1,14.37
8591,19970526,1,NA
8591,19970612,1,NA
8591,19980116,2,27.98
8592,19970201,2,26.67
8593,19970201,1,14.96
8594,19970201,1,14.96
8595,19970201,1,12.77
8596,19970201,1,19.99
8596,19970531,1,19.99
8596,19970603,1,NA
8596,19970912,1,NA
8597,19970201,1,12.49
8597,19970423,1,13.97
8597,19971010,1,12.99
8597,19971013,1,15.99
8597,19971230,1,11.49
8598,19970201,1,13.97
8599,19970201,1,14.96
8599,19970405,3,45.11
8600,19970202,2,24.74
8601,19970201,5,62.25
8601,19970313,4,49.88
8601,19970501,3,43.7
8601,19980115,4,56.96
8601,19980212,1,11.49
8602,19970201,1,20.99
8603,19970201,1,13.77
8603,19970730,1,23.88
8604,19970201,2,19.75
8605,19970201,2,16.56
8605,19970207,3,24.14
8606,19970301,3,44.12
8606,19970405,2,28.34
8606,19970606,1,14.79
8606,19970919,1,39.49
8606,19971011,2,25.98
8606,19971121,2,24.48
8607,19970201,2,36.93
8607,19970821,4,53.68
8607,19971022,1,12.49
8608,19970317,3,43.89
8608,19970328,3,43.7
8608,19970702,3,39.71
8608,19970927,1,16.99
8608,19980224,6,40.94
8609,19970201,2,13.54
8609,19970225,1,NA
8610,19970202,4,49.68
8610,19970203,5,52.05
8611,19970202,5,56.69
8612,19970202,1,13.97
8613,19970202,2,29.67
8614,19970202,1,11.77
8615,19970202,2,22.54
8616,19970202,1,31.97
8617,19970202,1,10.77
8617,19970223,3,32.11
8617,19970301,1,12.97
8617,19970329,2,27.94
8617,19970409,2,27.94
8617,19970513,1,14.37
8617,19970618,1,13.77
8617,19970626,1,14.96
8617,19970803,1,14.96
8617,19970816,1,13.97
8617,19970920,1,12.99
8617,19971112,2,26.98
8617,19971214,3,35.97
8617,19980105,2,26.98
8617,19980113,1,14.99
8617,19980224,2,25.48
8618,19970202,2,22.54
8619,19970202,1,11.77
8620,19970202,2,24.98
8620,19970218,2,13.58
8620,19971222,1,13.99
8621,19970202,1,14.99
8622,19970202,1,14.96
8623,19970202,2,27.13
8623,19970825,1,NA
8624,19970202,1,24.99
8624,19970206,2,50.98
8624,19970706,2,29.92
8624,19970721,1,14.99
8624,19970804,1,14.79
8625,19970202,7,85.08
8625,19970204,1,13.97
8625,19971226,2,18.48
8625,19980101,1,NA
8625,19980121,2,12.98
8625,19980227,2,29.98
8626,19970202,4,62.19
8627,19970202,3,30.51
8628,19970202,1,14.37
8629,19970202,1,26.99
8629,19970710,2,20.73
8629,19970711,1,16.65
8629,19970807,1,14.96
8629,19970928,1,29.99
8630,19970202,1,11.77
8630,19970314,1,11.77
8630,19970607,1,21.37
8631,19970202,2,63.66
8631,19970308,1,14.96
8631,19970406,2,30.92
8631,19970615,1,14.96
8631,19970621,1,14.37
8631,19971103,2,30.98
8631,19980214,1,NA
8632,19970202,1,14.96
8632,19970223,3,35.51
8632,19970310,4,48.67
8632,19970420,2,26.14
8632,19970523,3,37.51
8632,19970624,2,26.73
8632,19970724,2,28.93
8632,19970913,2,24.48
8632,19970924,1,12.99
8632,19971020,2,25.48
8632,19971108,1,12.99
8632,19971204,2,26.98
8633,19970202,4,57.67
8633,19970517,2,23.54
8634,19970202,5,NA
8634,19970217,1,14.37
8634,19970308,1,23.99
8634,19970819,4,63.47
8634,19971018,4,93.96
8634,19980215,4,62.46
8635,19970202,9,NA
8636,19970202,1,11.77
8637,19970202,9,NA
8638,19970202,NA,NA
8638,19970321,8,NA
8638,19970422,4,47.32
8638,19970507,1,13.97
8638,19970522,3,40.5
8638,19970524,5,43.31
8638,19970529,3,45.88
8638,19970711,8,NA
8638,19970720,3,81.75
8638,19970809,3,44.12
8638,19970910,3,37.97
8638,19971001,7,99.93
8638,19971005,2,22.48
8638,19971028,3,38.97
8638,19971215,5,77.95
8638,19971227,6,86.94
8638,19980120,2,29.48
8639,19970202,1,11.77
8640,19970202,2,14.77
8641,19970212,3,28.52
8642,19970202,3,37.51
8642,19970226,3,54.1
8642,19970303,3,54.1
8642,19970331,1,11.77
8642,19971010,1,11.49
8642,19971128,1,12.99
8643,19970307,1,14.37
8643,19970412,1,13.97
8643,19970618,1,15.36
8643,19970920,1,11.49
8643,19971216,1,15.49
8643,19971218,1,15.49
8644,19970202,1,30.99
8645,19970202,2,28.96
8645,19970224,1,12.49
8645,19970224,1,11.77
8645,19970401,1,27.99
8645,19970407,3,53.1
8645,19970408,1,NA
8645,19970427,1,11.95
8645,19970427,1,19.95
8646,19970202,4,85.9
8646,19970206,1,15.36
8647,19970204,1,NA
8648,19970202,7,95.57
8648,19970206,7,89.58
8648,19970308,5,67.03
8648,19970321,5,72.7
8648,19971003,4,48.46
8649,19970202,4,51.72
8649,19970330,1,10.77
8649,19970410,1,15.3
8649,19970422,1,13.97
8649,19970919,1,17.49
8649,19971102,1,18.49
8649,19971228,1,11.99
8649,19980103,1,NA
8650,19970202,4,50.47
8650,19971214,2,25.98
8650,19971221,2,26.48
8650,19980227,3,34.94
8651,19970202,1,16.36
8651,19970212,5,55.05
8652,19970202,1,19.77
8652,19970918,1,NA
8653,19970202,1,13.97
8654,19970212,1,15.36
8654,19970224,2,34.98
8655,19970203,1,13.97
8655,19970311,5,69.25
8655,19970412,6,70.02
8655,19970622,7,NA
8655,19971014,7,NA
8656,19970203,NA,NA
8657,19970203,8,NA
8658,19970202,1,15.76
8658,19970519,4,44.28
8658,19970909,1,15.76
8658,19971001,1,20.49
8658,19971031,2,54.98
8658,19980218,1,10.49
8659,19970205,1,16.7
8659,19970917,2,13.98
8660,19970202,1,15.99
8661,19970202,1,15.36
8661,19971117,1,11.49
8662,19970202,1,18.99
8663,19970218,1,11.77
8664,19970202,2,27.13
8665,19970202,9,NA
8665,19970212,1,15.96
8665,19970224,1,14.37
8665,19970224,2,23.54
8665,19970225,4,73.07
8665,19970310,1,14.96
8665,19970426,3,36.5
8665,19970612,1,14.37
8665,19970817,1,15.36
8665,19970924,2,30.48
8665,19970927,1,12.99
8665,19971231,1,14.99
8665,19980103,1,11.49
8665,19980219,1,15.27
8666,19970202,2,23.74
8666,19970225,3,39.71
8666,19970319,3,38.51
8666,19970914,3,40.97
8667,19970202,2,23.54
8667,19970331,1,15.36
8667,19971102,1,12.99
8668,19970202,3,35.31
8669,19970202,1,21.7
8669,19970406,1,13.77
8669,19970410,1,14.37
8670,19970202,6,NA
8670,19970615,2,29.92
8670,19970805,6,NA
8670,19970918,1,12.99
8670,19971229,1,14.49
8671,19970202,7,37.13
8671,19970323,6,84.92
8671,19970331,3,42.93
8671,19970428,3,41.69
8671,19970503,5,86.62
8671,19970531,1,NA
8671,19970602,1,14.96
8671,19970604,3,44.88
8671,19970613,3,40.7
8671,19970614,3,47.28
8671,19970707,2,29.92
8671,19970709,9,NA
8671,19970712,4,70.05
8671,19970723,3,95.93
8671,19970725,1,13.72
8671,19970728,6,94.63
8671,19970802,4,61.58
8671,19970807,4,53.67
8671,19970811,3,46.68
8671,19970812,2,29.33
8671,19970819,4,59.88
8671,19970901,NA,NA
8671,19970916,5,14.95
8671,19971013,NA,NA
8671,19971016,NA,NA
8672,19970202,NA,NA
8673,19970202,5,67.09
8673,19970503,4,53.46
8673,19971207,3,29.47
8674,19970202,1,42.9
8674,19970830,NA,NA
8675,19970206,4,77.48
8675,19970305,1,20.97
8675,19970506,2,30.32
8675,19970622,2,25.74
8675,19970820,3,58.5
8675,19971218,7,83.43
8676,19970202,1,19.99
8676,19971225,3,43.97
8677,19970202,2,14.76
8678,19970202,4,68.51
8679,19970202,1,14.37
8680,19970202,2,31.76
8680,19970923,1,11.49
8681,19970202,1,14.37
8682,19970202,4,49.28
8683,19970202,2,36.14
8684,19970202,2,23.54
8685,19970202,1,16.99
8686,19970202,1,15.36
8686,19970707,1,11.77
8687,19970202,1,23.77
8687,19970220,1,13.97
8687,19970221,2,26.73
8687,19970529,1,11.77
8687,19970814,1,11.97
8687,19971106,1,14.99
8687,19971125,2,23.48
8687,19980116,1,NA
8688,19970202,3,44.29
8688,19970325,6,86.81
8688,19970621,NA,NA
8688,19971016,2,69.98
8688,19980115,2,28.98
8688,19980131,1,11.88
8688,19980222,6,NA
8689,19970202,1,17.36
8690,19970202,5,59.95
8690,19970211,3,44.97
8690,19970923,3,68.47
8691,19970202,2,28.47
8691,19980224,2,23.48
8692,19970202,1,14.96
8693,19970202,1,12.97
8694,19970202,1,NA
8694,19970216,1,NA
8694,19970329,1,14.37
8694,19971115,1,14.99
8695,19970213,1,NA
8695,19970219,1,NA
8695,19970223,1,NA
8695,19970602,1,NA
8695,19970627,1,NA
8696,19970202,6,70.62
8697,19970202,3,42.41
8697,19970211,5,59.98
8697,19970523,3,42.49
8697,19970530,1,13.97
8697,19970602,3,41.69
8697,19970605,3,38.5
8697,19970731,3,39.5
8697,19970919,5,71.45
8697,19971121,2,21.48
8697,19971217,4,50.46
8697,19980120,1,11.88
8698,19970202,2,28.93
8699,19970202,5,52.46
8699,19970307,5,66.63
8700,19970202,1,11.77
8700,19970620,1,14.96
8701,19970202,6,78.03
8701,19970203,5,67.05
8701,19970211,8,NA
8701,19971229,1,14.49
8701,19980218,1,14.99
8701,19980226,1,11.88
8702,19970310,3,38.5
8702,19970314,3,44.88
8702,19970731,4,53.08
8702,19971012,4,45.96
8703,19970304,1,11.97
8703,19970412,2,24.94
8704,19970202,1,14.96
8704,19971026,1,14.49
8704,19971120,1,14.49
8705,19970202,2,29.98
8706,19970202,1,NA
8707,19970202,1,14.96
8707,19970825,2,29.33
8707,19971019,1,14.99
8707,19971226,2,27.98
8708,19970213,1,11.77
8708,19980226,1,12.58
8709,19970202,1,19.99
8709,19970510,2,26.76
8709,19970927,1,19.49
8709,19971130,1,19.49
8710,19970202,1,NA
8711,19970202,1,14.96
8712,19970202,6,83.22
8712,19970505,7,98.97
8712,19970624,6,83.59
8712,19970804,7,NA
8712,19971112,6,83.44
8712,19971214,7,94.43
8713,19970202,2,23.54
8714,19970202,4,52.3
8714,19970913,5,72.45
8715,19970214,3,40.7
8715,19970224,4,52.67
8715,19970413,3,40.7
8715,19970425,2,62.93
8715,19970426,1,14.37
8715,19970506,2,11.58
8715,19970619,3,45.29
8715,19970705,1,14.96
8715,19970713,3,42.69
8715,19970717,1,32.45
8715,19970729,1,19.9
8715,19970814,2,32.73
8715,19971003,1,NA
8715,19971021,1,11.49
8715,19971024,1,11.49
8715,19971101,1,31.49
8715,19971110,1,31.49
8715,19971114,3,36.97
8715,19971121,1,13.99
8716,19970202,1,21.99
8717,19970202,2,24.96
8717,19970216,3,34.12
8718,19970202,6,76.6
8718,19970204,3,40.7
8718,19970208,3,43.7
8719,19970202,2,25.74
8719,19970722,3,33.41
8720,19970202,1,22
8721,19970309,3,45.09
8721,19970315,1,12.79
8722,19970202,4,48.47
8722,19971001,8,69.42
8722,19980208,5,59.47
8723,19970202,5,69.44
8724,19970202,1,12.49
8724,19970221,1,19.99
8724,19970312,1,12.49
8724,19970314,1,27.99
8724,19970330,1,14.96
8724,19970622,2,24.49
8724,19971021,1,12.49
8725,19970202,2,24.98
8725,19970302,2,30.98
8726,19970202,1,15.36
8727,19970202,2,32.75
8727,19970329,1,14.37
8728,19970202,6,62.82
8728,19970508,2,29.73
8728,19970605,4,43.08
8728,19970625,3,36.9
8728,19970726,3,70.31
8728,19970910,3,43.47
8729,19970202,1,13.97
8729,19970725,1,14.96
8729,19971015,1,29.99
8729,19971024,1,14.99
8730,19970202,1,14.96
8730,19970724,1,14.96
8731,19970202,2,49.29
8732,19970204,2,27.13
8733,19970320,1,20.99
8734,19970202,2,24.54
8734,19971214,3,38.97
8735,19970202,2,25.74
8735,19970503,1,14.99
8735,19970528,2,36.73
8735,19970722,1,14.37
8735,19970727,2,19.75
8735,19971112,3,38.47
8736,19970303,NA,NA
8736,19970311,NA,NA
8736,19970705,9,NA
8736,19971003,2,25.98
8736,19971024,NA,NA
8736,19971122,7,90.43
8737,19970202,1,14.96
8738,19970202,3,38.5
8738,19971222,1,22.99
8739,19970202,1,NA
8739,19970208,1,11.77
8739,19970211,2,13.54
8739,19970601,2,23.54
8739,19970906,1,15.36
8739,19971130,2,20.98
8739,19980119,1,14.49
8739,19980209,4,50.96
8740,19970202,1,11.77
8740,19970421,1,11.77
8741,19970203,1,12.49
8742,19970202,3,45.53
8743,19970202,4,58.74
8744,19970202,5,70.83
8744,19970824,4,63.47
8744,19970915,3,49.47
8744,19971205,3,86.97
8745,19970202,2,40.48
8746,19970202,2,27.94
8746,19971214,1,NA
8746,19980205,2,38.48
8747,19970202,1,14.96
8747,19970309,1,NA
8748,19970202,1,15.36
8749,19970202,1,11.77
8749,19970205,1,13.97
8750,19970202,4,54.21
8750,19970520,4,50.68
8750,19980130,4,78.85
8751,19970202,2,24.98
8751,19970314,2,28.74
8752,19970202,1,15.36
8753,19970202,2,22.54
8754,19970202,2,21.46
8755,19970202,3,28.14
8756,19970202,1,14.37
8757,19970202,4,58.53
8758,19970202,4,81.72
8759,19970202,1,NA
8760,19970202,1,28.97
8760,19970307,3,41.91
8760,19970322,2,32.98
8760,19970331,1,NA
8760,19970428,1,19.99
8760,19971218,1,15.99
8761,19970202,3,41.69
8761,19970422,2,21.58
8762,19970202,1,12.49
8762,19970418,2,29.19
8762,19971001,2,18.48
8763,19970202,1,12.49
8763,19970730,4,57.28
8764,19970202,1,14.96
8764,19970209,1,14.3
8764,19970219,1,20.97
8764,19970225,1,46.99
8764,19971028,2,60.98
8765,19970202,1,15.36
8765,19970213,3,46.08
8765,19971117,1,35.49
8765,19980227,1,13.99
8766,19970202,1,11.97
8767,19970202,1,12.7
8768,19970208,3,25.94
8769,19970202,1,19.99
8769,19970401,1,13.97
8770,19970202,1,13.7
8771,19970202,2,24.98
8772,19970202,1,11.77
8772,19970205,1,13.97
8772,19970304,3,30.31
8772,19970324,4,59.25
8772,19970511,3,38.5
8772,19970622,1,14.96
8772,19970728,2,26.14
8773,19970202,2,21.54
8774,19970202,2,30.72
8775,19970202,1,11.77
8776,19970202,1,12.49
8777,19970202,1,20.99
8777,19970204,1,15.36
8777,19970220,1,15.36
8778,19970202,1,49.99
8779,19970202,1,19.97
8779,19970620,1,NA
8780,19970202,1,NA
8781,19970202,1,15.7
8782,19970202,2,23.54
8783,19970203,4,56.68
8784,19970202,1,14.7
8785,19970202,3,40.7
8786,19970202,2,16.56
8786,19970507,1,14.96
8787,19970202,1,19.3
8787,19970704,2,29.73
8787,19971207,5,52.95
8788,19970202,2,25.14
8789,19970202,4,58.07
8790,19970202,1,36.37
8790,19970726,1,11.77
8790,19970824,6,69.61
8790,19971025,4,49.46
8791,19970202,4,33.7
8792,19970202,3,44.69
8793,19970205,1,11.77
8793,19970504,1,15.99
8794,19970202,2,11.56
8794,19970323,2,17.96
8794,19970412,2,19.96
8794,19970426,1,NA
8794,19970804,1,14.79
8794,19971011,1,11.49
8795,19970202,1,12.49
8796,19970202,3,64.12
8796,19970626,2,18.56
8796,19970806,1,14.37
8796,19980204,1,14.99
8797,19970202,3,26.07
8797,19970409,4,31.16
8797,19970410,3,34.64
8797,19970415,6,47.62
8797,19970425,5,57.69
8797,19970509,2,24.49
8797,19970511,2,19.04
8797,19970620,1,13.72
8797,19970731,2,22.15
8797,19970830,3,35
8797,19980215,5,56.95
8797,19980216,5,71.93
8797,19980220,9,NA
8798,19970202,1,NA
8798,19970226,1,15.36
8798,19970427,2,22.75
8798,19970528,1,NA
8799,19970202,2,29.73
8800,19970202,1,13.97
8801,19970224,2,29.75
8802,19970202,1,19.99
8803,19970202,1,14.96
8804,19970210,1,NA
8804,19970210,1,18.99
8804,19970213,2,23.54
8804,19970222,1,11.77
8804,19970309,1,23.99
8805,19970202,3,43.49
8805,19970814,2,30.72
8806,19970202,3,40.51
8806,19970221,3,35.51
8806,19970223,3,41.5
8806,19970524,1,43.31
8807,19970202,3,48.5
8808,19970202,1,16.36
8809,19970202,1,16.7
8809,19970215,1,17.7
8810,19970202,5,68.22
8811,19970202,1,10.99
8811,19970630,4,44.28
8812,19970202,3,39.71
8812,19970313,4,55.86
8812,19970614,5,72.81
8813,19970202,2,26.54
8813,19970402,3,42.47
8814,19970202,1,15.96
8814,19970208,2,25.53
8814,19970405,1,11.77
8814,19970412,1,14.96
8814,19970505,2,29.73
8814,19970713,2,43.94
8814,19970816,1,22.77
8814,19970927,1,14.49
8814,19971122,2,23.48
8814,19980111,1,12.99
8815,19970202,1,13.97
8815,19970719,2,21.75
8816,19970202,1,17.96
8817,19970202,1,14.37
8817,19970706,1,NA
8817,19971212,3,42.47
8818,19970202,3,48.11
8819,19970202,1,15.36
8820,19970202,1,35.77
8821,19970207,2,22.74
8822,19970202,2,35.98
8822,19970311,5,69.83
8822,19970313,1,11.77
8822,19970323,1,24.99
8822,19970405,5,69.25
8822,19970521,8,NA
8822,19970609,4,55.88
8822,19970723,9,NA
8822,19970928,6,85.44
8822,19971109,4,86.96
8822,19971113,4,NA
8822,19971207,3,58.47
8823,19970214,4,52.7
8824,19970206,1,27.77
8824,19970216,1,14.77
8825,19970202,2,23.54
8825,19970222,2,19.74
8825,19970419,2,20.54
8826,19970202,4,59.46
8827,19970202,1,23.99
8827,19970415,3,31.51
8828,19970202,1,11.77
8828,19970226,2,28.74
8828,19970922,1,11.49
8829,19970202,1,11.77
8829,19970403,1,29.77
8830,19970202,1,20.99
8830,19970215,6,89.42
8830,19970222,4,80.28
8830,19970324,1,10.77
8830,19970730,8,NA
8830,19970813,1,14.79
8830,19970830,5,53.85
8830,19970913,1,19.49
8830,19970925,2,24.48
8831,19970202,1,NA
8831,19970205,1,14.37
8831,19970213,1,NA
8831,19970503,1,NA
8831,19970829,1,14.96
8831,19971102,1,11.49
8832,19970202,2,31.52
8832,19970427,1,15.76
8832,19970509,1,16.76
8832,19970513,2,33.52
8832,19971202,5,75.45
8833,19970202,2,24.74
8833,19970309,2,26.74
8833,19970629,1,11.77
8833,19970713,1,22.77
8833,19970809,1,14.96
8833,19971114,1,12.99
8833,19971218,1,NA
8833,19980215,1,11.88
8834,19970202,2,23.54
8835,19970202,3,42.51
8835,19980218,3,34.47
8836,19970202,1,16.7
8837,19970202,1,10.77
8838,19970202,1,14.99
8839,19970202,2,18.54
8840,19970202,5,68.86
8840,19970205,6,93.22
8840,19970207,6,93.22
8841,19970202,1,12.49
8842,19970202,2,23.54
8843,19970202,1,44.99
8844,19970202,3,61.97
8844,19970528,2,47.53
8845,19970202,7,47.46
8846,19970202,1,12.97
8847,19970202,1,NA
8848,19970202,1,11.77
8848,19970207,1,13.97
8849,19970202,1,18.99
8850,19970202,1,13.97
8851,19970202,1,15.36
8852,19970202,5,66.44
8852,19970226,3,38.5
8852,19970304,3,37.33
8852,19970314,4,66.27
8852,19970331,3,36.5
8852,19970405,3,38.5
8852,19970514,3,41.1
8852,19970521,2,34.74
8852,19970605,4,54.26
8852,19970626,3,35.31
8852,19970716,3,56.1
8852,19971007,3,38.47
8852,19971107,3,38.97
8852,19980208,2,32.47
8852,19980220,3,44.46
8853,19970202,2,20.98
8854,19970202,3,62.1
8855,19970202,3,58
8856,19970202,6,NA
8857,19970202,2,28.74
8858,19970202,3,44.52
8858,19970203,4,49.88
8859,19970202,1,24.97
8860,19970202,2,43.54
8861,19970202,1,14.37
8861,19970204,2,36.74
8861,19970315,3,38.9
8862,19970202,1,NA
8862,19970901,2,25.74
8863,19970202,6,79
8863,19970406,7,82.42
8863,19970415,1,NA
8863,19971022,4,36.96
8863,19971213,9,NA
8863,19980124,5,65.95
8863,19980216,2,26.98
8864,19970202,1,14.96
8865,19970202,3,45.68
8866,19970202,1,11.77
8867,19970202,2,28.34
8867,19970727,3,61.29
8868,19970202,7,NA
8869,19970202,6,87.99
8870,19970202,1,15.99
8871,19970202,NA,NA
8871,19970206,1,51.99
8871,19970206,2,93.6
8871,19970228,1,15.9
8871,19970308,1,NA
8871,19970312,1,16.3
8871,19970312,1,12.77
8872,19970202,5,71.42
8873,19970202,1,14.37
8874,19970202,3,39.53
8874,19971126,1,13.99
8875,19970202,3,72.1
8875,19970406,2,30.33
8876,19970202,1,16.7
8877,19970202,1,17.3
8878,19970202,1,15.36
8878,19971024,1,14.49
8878,19971121,1,11.49
8879,19970202,1,15.7
8879,19970627,1,12.25
8879,19970907,1,12.25
8880,19970202,2,45.98
8881,19970202,1,12.97
8881,19970206,1,12.97
8882,19970202,1,14.37
8882,19970327,1,10.77
8883,19970202,5,61.45
8884,19970202,1,NA
8885,19970202,1,19.99
8885,19970804,1,19.55
8886,19970202,3,37.51
8887,19970212,1,38.99
8887,19970316,1,14.99
8887,19970823,1,15.36
8887,19970830,1,27.77
8888,19970202,1,15.36
8889,19970202,1,14.37
8889,19970219,1,13.97
8889,19970412,1,16.76
8889,19970702,1,12.77
8889,19971230,1,29.99
8889,19980121,1,NA
